comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,predicted_umux_label,predicted_umux_dimension,is_prediction_correct,suggested_label,suggested_dimension,audit_reason,audit_note,word_count,matched_general_praise,matched_usefulness,matched_ease,matched_negative_usability,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant,review_text_lower,audit_text,has_general_praise,has_usefulness_keyword,has_ease_keyword,has_negative_usability_pattern,is_suggestion_different
"aplikasi Jamsostek sangat mengecewakan. Setiap kali ingin klaim JHT, hampir selalu terjadi gangguan sistem. Proses jadi terhambat dan menyulitkan pengguna. Saat momen penting seperti klaim JHT, sistem justru sering error. Sangat merugikan dan membuang waktu pengguna.",aplikasi jamsostek sangat kecewa tiap kali klaim jht hampir selalu jadi ganggu sistem proses jadi hambat sulit guna momen penting klaim jht sistem justru sering error sangat rugi buang waktu guna,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",36,,"guna, jht, klaim","error, sulit",,negative,-0.8176,1.55,1.0,Yulia Nafizah,2026-05-01 09:40:07,2.0,Relevan dengan P1 (mudah digunakan),1,0.32,0.534,0.146,low,True,"aplikasi jamsostek sangat mengecewakan. setiap kali ingin klaim jht, hampir selalu terjadi gangguan sistem. proses jadi terhambat dan menyulitkan pengguna. saat momen penting seperti klaim jht, sistem justru sering error. sangat merugikan dan membuang waktu pengguna.","aplikasi jamsostek sangat mengecewakan. setiap kali ingin klaim jht, hampir selalu terjadi gangguan sistem. proses jadi terhambat dan menyulitkan pengguna. saat momen penting seperti klaim jht, sistem justru sering error. sangat merugikan dan membuang waktu pengguna. aplikasi jamsostek sangat kecewa tiap kali klaim jht hampir selalu jadi ganggu sistem proses jadi hambat sulit guna momen penting klaim jht sistem justru sering error sangat rugi buang waktu guna",False,True,True,False,True
"tolong dong masak verifikasi biometrik tiba"" gagal 3 kali gk bisa lagi bikin mempersulit pencairan udah 3 bulan gk hilang verifikasi mzk cuman dikasih kesempatan 3 kali dong reset lah kalau gini bikin susah tau",dong masak verifikasi biometrik tiba gagal kali tidak bisa bikin sulit cair udah bulan tidak hilang verifikasi mzk cuman kasih sempat kali dong reset lah kalau gin bikin susah tau,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",35,,"cair, pencairan","gagal, sulit, susah, tidak bisa, verifikasi",,positive,0.2732,4.82,1.0,19_bimo Anggoro,2026-05-01 08:52:23,1.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.763,0.237,moderate,True,"tolong dong masak verifikasi biometrik tiba"" gagal 3 kali gk bisa lagi bikin mempersulit pencairan udah 3 bulan gk hilang verifikasi mzk cuman dikasih kesempatan 3 kali dong reset lah kalau gini bikin susah tau","tolong dong masak verifikasi biometrik tiba"" gagal 3 kali gk bisa lagi bikin mempersulit pencairan udah 3 bulan gk hilang verifikasi mzk cuman dikasih kesempatan 3 kali dong reset lah kalau gini bikin susah tau dong masak verifikasi biometrik tiba gagal kali tidak bisa bikin sulit cair udah bulan tidak hilang verifikasi mzk cuman kasih sempat kali dong reset lah kalau gin bikin susah tau",False,True,True,False,True
kebanyakan update bukan nya tambah simple tapi kaya TAIIIII..mau cairin duit2 sndiri ribett.wajar kalo ada perubahan pada tubuh teruma wajah jadi agak gemuk..kalo bukan dari pt amit2 simpen di jamsosTAIII.mending di bank ga ribet..,banyak update bukan nya tambah simple kaya taiiiii mau cairin duit sndiri ribet wajar kalo ubah tubuh uma wajah jadi gemuk kalo bukan pt amit simpen jamsostaiii mending bank tidak ribet,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",34,,cair,"buka, ribet, simple",,positive,0.4927,5.48,1.0,tai ledik,2026-05-01 08:10:34,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.238,0.762,high,True,kebanyakan update bukan nya tambah simple tapi kaya taiiiii..mau cairin duit2 sndiri ribett.wajar kalo ada perubahan pada tubuh teruma wajah jadi agak gemuk..kalo bukan dari pt amit2 simpen di jamsostaiii.mending di bank ga ribet..,kebanyakan update bukan nya tambah simple tapi kaya taiiiii..mau cairin duit2 sndiri ribett.wajar kalo ada perubahan pada tubuh teruma wajah jadi agak gemuk..kalo bukan dari pt amit2 simpen di jamsostaiii.mending di bank ga ribet.. banyak update bukan nya tambah simple kaya taiiiii mau cairin duit sndiri ribet wajar kalo ubah tubuh uma wajah jadi gemuk kalo bukan pt amit simpen jamsostaiii mending bank tidak ribet,False,True,True,False,True
aplikasi bodoh,aplikasi bodoh,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,0,Tidak relevan dengan UMUX-Lite,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,2,,,,,positive,0.34,5.02,1.0,Ami nendra,2026-05-01 08:02:58,0.0,Tidak relevan dengan pertanyaan manapun,0,0.21,0.484,0.306,high,False,aplikasi bodoh,aplikasi bodoh aplikasi bodoh,False,False,False,False,False
bukannya mempermudah malah mempersulit. berkali2 nyoba biometrik gagal mulu. mau ga mau sama aja urus di kantor cabang,bukan mudah malah sulit kali nyoba biometrik gagal mulu mau tidak mau sama aja urus kantor cabang,1,1,3,Usefulness + Ease of Use,3,Usefulness + Ease of Use,True,2,Ease of Use,label_3_only_ease_detected,"Label aktual gabungan, tetapi keyword yang terdeteksi lebih dominan ease of use saja.",18,,,"buka, gagal, mudah, sulit",,neutral,0.0258,4.08,1.0,Dyah Sukma Pramesti,2026-05-01 07:27:43,0.0,Relevan dengan P1 dan P3,3,0.325,0.256,0.419,moderate,True,bukannya mempermudah malah mempersulit. berkali2 nyoba biometrik gagal mulu. mau ga mau sama aja urus di kantor cabang,bukannya mempermudah malah mempersulit. berkali2 nyoba biometrik gagal mulu. mau ga mau sama aja urus di kantor cabang bukan mudah malah sulit kali nyoba biometrik gagal mulu mau tidak mau sama aja urus kantor cabang,False,False,True,False,True
mau klaim aja susahnya minta ampun biometriknya ga bisa bisa,mau klaim aja susah minta ampun biometriknya tidak bisa bisa,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",10,,klaim,"ga bisa, susah, tidak bisa",,negative,-0.2023,3.39,1.0,Via Triananda,2026-05-01 06:57:04,0.0,Relevan dengan P1 (mudah digunakan),1,0.333,0.455,0.212,moderate,True,mau klaim aja susahnya minta ampun biometriknya ga bisa bisa,mau klaim aja susahnya minta ampun biometriknya ga bisa bisa mau klaim aja susah minta ampun biometriknya tidak bisa bisa,False,True,True,False,True
"klaim hak di persulit, telat bayar di denda",klaim hak sulit telat bayar denda,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,3,Usefulness + Ease of Use,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",8,,klaim,sulit,,negative,-0.8126,1.56,3.0,Darwindo Saputra,2026-05-01 06:50:06,0.0,Tidak relevan dengan pertanyaan manapun,0,0.398,0.531,0.071,low,False,"klaim hak di persulit, telat bayar di denda","klaim hak di persulit, telat bayar di denda klaim hak sulit telat bayar denda",False,True,True,False,True
"proses pencairan jmo ribet banget, biometrik dari tadi ga terverifikasi padahal sudah sesuai sop, selalu muncul suruh ulang terus",proses cair jmo ribet banget biometrik tadi tidak verifikasi padahal sesuai sop selalu muncul suruh ulang terus,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",19,,"cair, pencairan, sesuai","ribet, verifikasi",,negative,-0.8176,1.55,1.0,Naya Maul,2026-05-01 06:42:31,0.0,Relevan dengan P1 (mudah digunakan),1,0.882,0.118,0.0,low,True,"proses pencairan jmo ribet banget, biometrik dari tadi ga terverifikasi padahal sudah sesuai sop, selalu muncul suruh ulang terus","proses pencairan jmo ribet banget, biometrik dari tadi ga terverifikasi padahal sudah sesuai sop, selalu muncul suruh ulang terus proses cair jmo ribet banget biometrik tadi tidak verifikasi padahal sesuai sop selalu muncul suruh ulang terus",False,True,True,False,True
"aplikasi paling buruk, jaringan udag stabil, udah sesuai, dicoba berkalu2 masih gagal",aplikasi paling buruk jaring udag stabil udah sesuai coba berkalu gagal,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",12,,sesuai,gagal,,positive,0.34,5.02,1.0,Rizal Isnani,2026-05-01 06:35:49,0.0,Relevan dengan P1 (mudah digunakan),1,0.139,0.57,0.291,high,True,"aplikasi paling buruk, jaringan udag stabil, udah sesuai, dicoba berkalu2 masih gagal","aplikasi paling buruk, jaringan udag stabil, udah sesuai, dicoba berkalu2 masih gagal aplikasi paling buruk jaring udag stabil udah sesuai coba berkalu gagal",False,True,True,False,True
ambil uang sendiri ajh di persulit muka peserta tidak sama.. aneh di kira muka bisa sama dari muda sampe tua..,ambil uang sendiri ajh sulit muka tidak sama aneh kira muka bisa sama muda sampe tua,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,3,Usefulness + Ease of Use,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",20,,peserta,sulit,,negative,-0.7845,1.65,1.0,ShinKyun,2026-05-01 06:24:59,0.0,Tidak relevan dengan pertanyaan manapun,0,0.497,0.397,0.106,low,False,ambil uang sendiri ajh di persulit muka peserta tidak sama.. aneh di kira muka bisa sama dari muda sampe tua..,ambil uang sendiri ajh di persulit muka peserta tidak sama.. aneh di kira muka bisa sama dari muda sampe tua.. ambil uang sendiri ajh sulit muka tidak sama aneh kira muka bisa sama muda sampe tua,False,True,True,False,True
dipersulit percuma ada aplikasi juga,sulit percuma aplikasi,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",5,,,sulit,,negative,-0.8834,1.35,1.0,Ari Chandra,2026-05-01 06:21:03,0.0,Tidak relevan dengan pertanyaan manapun,0,0.449,0.328,0.223,low,True,dipersulit percuma ada aplikasi juga,dipersulit percuma ada aplikasi juga sulit percuma aplikasi,False,False,True,False,True
claim JHT verifikasi biometrik setengah mampus. HP flagship aja masih gagal terus. aduh payah!!!,claim jht verifikasi biometrik tengah mampus hp flagship aja gagal terus aduh payah,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",14,,jht,"gagal, verifikasi",,negative,-0.296,3.11,1.0,Abizar Apriansah,2026-05-01 06:06:24,0.0,Relevan dengan P1 (mudah digunakan),1,0.282,0.449,0.269,moderate,True,claim jht verifikasi biometrik setengah mampus. hp flagship aja masih gagal terus. aduh payah!!!,claim jht verifikasi biometrik setengah mampus. hp flagship aja masih gagal terus. aduh payah!!! claim jht verifikasi biometrik tengah mampus hp flagship aja gagal terus aduh payah,False,True,True,False,True
"tolong perbaiki lagi untuk verifikasi biometrik,saya sudah 1 minggu mengalami Kendala (Terjadi kesalahan,silakan ulangi beberapa saat lagi). Fungsi layanan online berbasis aplikasi itu buat mempermudah bukannya mempersulit kayak gini dengan eror yang gak selesai selesai.",baik verifikasi biometrik minggu alami kendala jadi salah sila ulang beberapa fungsi layan online bas aplikasi buat mudah bukan sulit kayak gin error tidak selesai selesai,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",35,baik,"layan, layanan","buka, eror, error, mudah, sulit, verifikasi",,negative,-0.0516,3.85,2.0,A Setiawan,2026-05-01 05:40:02,2.0,Relevan dengan P1 (mudah digunakan),1,0.321,0.331,0.348,moderate,True,"tolong perbaiki lagi untuk verifikasi biometrik,saya sudah 1 minggu mengalami kendala (terjadi kesalahan,silakan ulangi beberapa saat lagi). fungsi layanan online berbasis aplikasi itu buat mempermudah bukannya mempersulit kayak gini dengan eror yang gak selesai selesai.","tolong perbaiki lagi untuk verifikasi biometrik,saya sudah 1 minggu mengalami kendala (terjadi kesalahan,silakan ulangi beberapa saat lagi). fungsi layanan online berbasis aplikasi itu buat mempermudah bukannya mempersulit kayak gini dengan eror yang gak selesai selesai. baik verifikasi biometrik minggu alami kendala jadi salah sila ulang beberapa fungsi layan online bas aplikasi buat mudah bukan sulit kayak gin error tidak selesai selesai",True,True,True,False,True
"seger jelek, mempersulit pengeklaiman jmo",seger jelek sulit klaim jmo,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",5,,klaim,sulit,,positive,0.3182,4.95,1.0,haula fauzi,2026-05-01 05:26:45,0.0,Relevan dengan P1 (mudah digunakan),1,0.231,0.342,0.427,moderate,False,"seger jelek, mempersulit pengeklaiman jmo","seger jelek, mempersulit pengeklaiman jmo seger jelek sulit klaim jmo",False,True,True,False,True
gimana ini sih aplikasinya baru juga mau pengajuan klaim malah keterangan biometrik gagal 3x buset belum foto baru mau mencet malah tulisannya udah 3xgagal heran banget Ama aplikasi yang skarang padahal dulu gampang banget cairnya juga cepet ga seribet dan se eror ini,gimana sih aplikasi baru mau aju klaim malah terang biometrik gagal x buset belum foto baru mau mencet malah tulis udah xgagal heran banget ama aplikasi skarang padahal dulu gampang banget cair cepet tidak seribet se error,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",43,,"cair, klaim","eror, error, gagal, gampang, ribet",,negative,-0.7096,1.87,5.0,Yan Ryo,2026-05-01 05:13:50,0.0,Relevan dengan P1 (mudah digunakan),1,0.35,0.591,0.059,low,True,gimana ini sih aplikasinya baru juga mau pengajuan klaim malah keterangan biometrik gagal 3x buset belum foto baru mau mencet malah tulisannya udah 3xgagal heran banget ama aplikasi yang skarang padahal dulu gampang banget cairnya juga cepet ga seribet dan se eror ini,gimana ini sih aplikasinya baru juga mau pengajuan klaim malah keterangan biometrik gagal 3x buset belum foto baru mau mencet malah tulisannya udah 3xgagal heran banget ama aplikasi yang skarang padahal dulu gampang banget cairnya juga cepet ga seribet dan se eror ini gimana sih aplikasi baru mau aju klaim malah terang biometrik gagal x buset belum foto baru mau mencet malah tulis udah xgagal heran banget ama aplikasi skarang padahal dulu gampang banget cair cepet tidak seribet se error,False,True,True,False,True
"biometrik gajelas ampe ke blokir,di sarankan ke kantor cabang,atau via online wawancara lapak asik,sedangkan saya punya waktu,kecuali weekend,sedangkan weekend mereka operasional nya tutup,sedangkan di hari biasa saya juga ga bisa ikut, karena sibuk berkerja d tempat berbeda lagi",biometrik gajelas ampe blokir saran kantor cabang via online wawancara lapak asik sedang punya waktu weekend sedang weekend operasional nya tutup sedang hari biasa tidak bisa ikut sibuk kerja d tempat beda,1,1,3,Usefulness + Ease of Use,3,Usefulness + Ease of Use,True,2,Ease of Use,label_3_only_ease_detected,"Label aktual gabungan, tetapi keyword yang terdeteksi lebih dominan ease of use saja.",38,ok,,"ga bisa, jelas, tidak bisa",,positive,0.4404,5.32,1.0,Ridho,2026-05-01 04:02:46,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True,"biometrik gajelas ampe ke blokir,di sarankan ke kantor cabang,atau via online wawancara lapak asik,sedangkan saya punya waktu,kecuali weekend,sedangkan weekend mereka operasional nya tutup,sedangkan di hari biasa saya juga ga bisa ikut, karena sibuk berkerja d tempat berbeda lagi","biometrik gajelas ampe ke blokir,di sarankan ke kantor cabang,atau via online wawancara lapak asik,sedangkan saya punya waktu,kecuali weekend,sedangkan weekend mereka operasional nya tutup,sedangkan di hari biasa saya juga ga bisa ikut, karena sibuk berkerja d tempat berbeda lagi biometrik gajelas ampe blokir saran kantor cabang via online wawancara lapak asik sedang punya waktu weekend sedang weekend operasional nya tutup sedang hari biasa tidak bisa ikut sibuk kerja d tempat beda",True,False,True,False,True
app error,aplikasi error,0,0,0,Tidak relevan dengan UMUX-Lite,0,Tidak relevan dengan UMUX-Lite,True,2,Ease of Use,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",2,,,error,aplikasi error,positive,0.1531,4.46,5.0,KP - Dionisius Vindy Ketawang,2026-05-01 03:06:00,0.0,Tidak relevan dengan pertanyaan manapun,0,0.177,0.556,0.268,moderate,False,app error,app error aplikasi error,False,False,True,True,True
"percuma ada fitur klaim jht lewat jmo, kalo verifikasi muka aja error terus dari coba lebih dari 50x, giliran coba berhasil maah bilang foto ktp sm yg di upload beda. kan foto ktp tu foto lama",percuma fitur klaim jht lewat jmo kalo verifikasi muka aja error terus coba lebih x gilir coba hasil maah bilang foto ktp sm yg upload beda kan foto ktp tu foto lama,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",36,,"fitur, jht, klaim","error, verifikasi",,negative,-0.1027,3.69,1.0,Rian Adi Pangestu,2026-05-01 03:05:34,0.0,Relevan dengan P1 (mudah digunakan),1,0.363,0.343,0.294,moderate,True,"percuma ada fitur klaim jht lewat jmo, kalo verifikasi muka aja error terus dari coba lebih dari 50x, giliran coba berhasil maah bilang foto ktp sm yg di upload beda. kan foto ktp tu foto lama","percuma ada fitur klaim jht lewat jmo, kalo verifikasi muka aja error terus dari coba lebih dari 50x, giliran coba berhasil maah bilang foto ktp sm yg di upload beda. kan foto ktp tu foto lama percuma fitur klaim jht lewat jmo kalo verifikasi muka aja error terus coba lebih x gilir coba hasil maah bilang foto ktp sm yg upload beda kan foto ktp tu foto lama",False,True,True,False,True
kok saya buka link lapak asik buat pencairan saldo jht lama ya cuma loading doang udh buka brp kali tttp aja,kok buka link lapak asik buat cair saldo jht lama cuma loading doang udh buka brp kali tttp aja,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",21,ok,"cair, jht, pencairan, saldo","buka, loading",,positive,0.1027,4.31,3.0,Alifie Sedina,2026-05-01 02:55:57,0.0,Relevan dengan P1 (mudah digunakan),1,0.224,0.408,0.367,moderate,True,kok saya buka link lapak asik buat pencairan saldo jht lama ya cuma loading doang udh buka brp kali tttp aja,kok saya buka link lapak asik buat pencairan saldo jht lama ya cuma loading doang udh buka brp kali tttp aja kok buka link lapak asik buat cair saldo jht lama cuma loading doang udh buka brp kali tttp aja,True,True,True,False,True
"ini apps bantu bngt buat cek saldo aja pas mau claim JHT ribet bngt kesalahan informasi pas di biometriknya, harus di benerin lagi, di arahin ke lapak asik sama aja ampasnya, paling nenr datang langsung aja.",aplikasi bantu bngt buat cek saldo aja pas mau claim jht ribet bngt salah informasi pas biometriknya benerin arahin lapak asik sama aja ampas paling nenr datang langsung aja,1,0,2,Ease of Use,2,Ease of Use,True,3,Usefulness + Ease of Use,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",36,,"bantu, data, informasi, jht, saldo",ribet,,negative,-0.2023,3.39,2.0,Faisal Aditya Akbar,2026-05-01 02:55:46,0.0,Relevan dengan P1 (mudah digunakan),1,0.229,0.625,0.146,moderate,True,"ini apps bantu bngt buat cek saldo aja pas mau claim jht ribet bngt kesalahan informasi pas di biometriknya, harus di benerin lagi, di arahin ke lapak asik sama aja ampasnya, paling nenr datang langsung aja.","ini apps bantu bngt buat cek saldo aja pas mau claim jht ribet bngt kesalahan informasi pas di biometriknya, harus di benerin lagi, di arahin ke lapak asik sama aja ampasnya, paling nenr datang langsung aja. aplikasi bantu bngt buat cek saldo aja pas mau claim jht ribet bngt salah informasi pas biometriknya benerin arahin lapak asik sama aja ampas paling nenr datang langsung aja",False,True,True,False,True
